R0000100,T0897400,T0897500,T2053900,T2054000,T3024800,T3024900,T3955100,T3955200,T4892800,T4892900
8085,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8086,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8087,6,0,6,0,5,11,5,11,5,10
8088,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8089,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8090,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8091,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8092,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8093,5,3,-5,-5,-2,-2,5,0,-2,-2
8094,5,8,5,9,5,7,-5,-5,-5,-5
8095,5,6,-5,-5,-5,-5,-5,-5,-5,-5
8096,5,11,5,10,5,10,5,10,5,10
8097,5,6,5,6,5,7,-5,-5,-5,-5
8098,5,8,5,8,5,8,-5,-5,-5,-5
8099,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8100,5,8,5,8,5,8,5,9,5,8
8101,-5,-5,5,4,5,4,-5,-5,5,4
8102,5,4,4,9,4,9,4,9,4,9
8103,5,0,5,0,5,0,5,0,-5,-5
8104,-5,-5,6,2,6,1,6,1,6,1
8105,4,11,4,11,4,11,4,11,5,0
8106,5,4,5,4,5,4,5,4,5,4
8107,5,1,5,1,5,1,5,1,5,1
8108,-5,-5,5,7,5,7,-5,-5,-5,-5
8109,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8110,5,1,5,1,5,2,5,2,5,1
8111,4,11,4,11,4,10,4,10,4,11
8112,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8113,5,1,5,1,5,0,5,0,5,0
8114,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8115,5,8,5,11,5,6,5,7,5,8
8116,-5,-5,5,9,5,9,5,9,5,9
8117,5,4,5,4,5,4,5,4,5,4
8118,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8119,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8120,5,6,5,6,5,6,5,6,5,6
8121,5,3,5,3,5,3,5,3,5,3
8122,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8123,5,2,5,2,5,2,5,2,5,2
8124,5,8,5,9,-5,-5,5,8,5,8
8125,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8126,5,4,5,3,5,3,5,3,5,3
8127,5,6,5,6,5,6,5,6,5,6
8128,-5,-5,5,8,5,7,5,8,5,8
8129,-1,-1,5,5,5,5,5,5,5,5
8130,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8131,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8132,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8133,5,4,5,3,5,4,5,4,5,4
8134,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8135,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8136,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8137,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8138,5,6,5,6,5,6,5,6,5,6
8139,5,7,5,7,5,7,5,7,5,7
8140,5,4,5,4,5,4,5,4,5,4
8141,5,5,5,4,-5,-5,5,5,-5,-5
8142,6,0,6,0,6,0,6,0,6,0
8143,5,5,5,6,5,7,5,8,5,5
8144,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8145,5,7,5,7,-4,7,5,7,-5,-5
8146,5,11,5,10,5,10,5,11,5,11
8147,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8148,5,3,5,3,5,3,5,3,5,3
8149,5,0,5,0,5,0,5,0,5,0
8150,5,1,5,1,5,1,5,1,5,1
8151,5,3,5,4,-2,-2,5,3,5,3
8152,5,4,5,4,5,4,5,4,5,4
8153,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8154,5,11,5,11,5,11,5,11,5,11
8155,5,6,5,7,5,6,5,6,5,6
8156,5,6,5,6,5,6,5,5,5,6
8157,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8158,5,5,5,5,5,5,5,5,5,6
8159,5,11,5,11,5,11,5,11,-5,-5
8160,5,5,5,5,5,5,5,2,-5,-5
8161,5,5,5,5,5,4,5,4,5,5
8162,5,10,5,9,5,9,5,9,5,9
8163,-5,-5,6,1,6,1,6,1,6,1
8164,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8165,5,10,5,9,5,9,5,10,-5,-5
8166,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8167,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8168,-5,-5,-5,-5,6,2,-5,-5,-5,-5
8169,-5,-5,5,10,5,9,-5,-5,5,9
8170,5,9,5,9,5,10,5,9,5,9
8171,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8172,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8173,5,5,5,4,5,0,5,4,5,4
8174,4,9,4,9,4,9,4,9,4,9
8175,5,4,5,4,5,4,5,4,5,4
8176,5,2,5,2,5,2,-5,-5,5,2
8177,5,5,5,5,5,4,5,6,5,5
8178,5,4,5,4,5,4,5,4,5,4
8179,5,7,5,6,5,7,5,7,5,7
8180,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8181,5,4,5,4,5,4,5,4,5,4
8182,5,9,-5,-5,-5,-5,5,9,5,9
8183,5,9,5,9,5,9,5,9,5,9
8184,5,5,5,5,5,5,5,5,5,5
8185,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8186,5,9,5,9,5,9,5,10,5,9
8187,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8188,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8189,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8190,5,8,5,9,-5,-5,-5,-5,-5,-5
8191,5,11,5,11,5,11,5,11,5,11
8192,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8193,5,1,5,1,-5,-5,5,0,5,0
8194,5,5,5,5,5,4,5,5,5,5
8195,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8196,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8197,5,6,5,6,5,6,5,6,5,6
8198,5,4,5,0,5,2,5,2,-2,-2
8199,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8200,5,10,5,10,-5,-5,5,10,5,10
8201,5,9,5,9,5,9,5,10,5,10
8202,-5,-5,-5,-5,5,0,4,11,-2,-2
8203,5,9,-5,-5,-5,-5,-5,-5,-5,-5
8204,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8205,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8206,5,6,5,4,5,2,-5,-5,-5,-5
8207,6,1,5,10,5,10,5,10,-5,-5
8208,5,10,5,9,-5,-5,5,10,5,10
8209,5,8,5,8,5,8,5,8,5,8
8210,5,5,5,6,5,5,-5,-5,-5,-5
8211,-5,-5,-5,-5,5,8,5,8,5,8
8212,-5,-5,5,5,-5,-5,-5,-5,5,5
8213,4,11,4,11,4,11,4,11,4,11
8214,5,9,5,10,5,10,5,10,5,10
8215,-5,-5,-5,-5,5,3,5,2,5,3
8216,5,9,5,9,5,9,5,9,5,9
8217,5,3,5,3,5,3,5,3,5,3
8218,5,6,5,6,5,6,5,5,5,5
8219,6,0,6,0,6,0,6,0,6,0
8220,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8221,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8222,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8223,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8224,5,8,5,8,5,8,5,8,-5,-5
8225,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8226,5,7,5,7,5,7,5,7,5,7
8227,5,8,5,8,5,8,5,8,5,8
8228,6,1,6,1,6,2,6,2,6,2
8229,5,10,6,1,6,1,6,1,6,1
8230,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8231,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8232,6,0,6,0,6,0,6,0,6,0
8233,5,7,5,7,5,7,-5,-5,5,7
8234,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8235,5,5,5,5,5,5,5,4,5,5
8236,6,0,6,0,6,0,6,0,6,0
8237,5,3,5,3,5,3,5,3,5,3
8238,6,1,6,1,6,1,6,1,6,1
8239,5,11,5,10,5,11,5,10,5,10
8240,5,11,5,11,5,11,5,11,5,11
8241,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8242,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8243,5,8,5,7,5,7,5,7,5,8
8244,5,11,5,11,5,11,5,10,-5,-5
8245,5,9,5,9,5,9,5,9,5,9
8246,5,8,5,8,5,8,-5,-5,5,8
8247,6,3,6,3,6,3,6,3,6,3
8248,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8249,-5,-5,5,10,5,10,5,9,5,9
8250,5,11,5,11,5,11,5,11,5,11
8251,5,5,5,5,5,5,5,4,5,5
8252,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8253,5,9,5,9,5,9,5,9,5,9
8254,5,4,5,3,5,4,5,3,5,3
8255,5,9,5,9,5,9,5,9,5,9
8256,5,9,5,8,5,8,5,8,5,8
8257,5,3,5,3,5,3,5,3,5,3
8258,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8259,4,10,4,11,4,11,4,11,4,10
8260,-5,-5,-5,-5,5,6,-5,-5,5,6
8261,5,1,5,1,5,2,5,1,5,1
8262,5,5,5,5,5,5,5,5,5,5
8263,5,11,5,11,5,11,5,11,5,11
8264,5,4,5,6,5,6,5,6,5,6
8265,5,2,5,2,5,2,5,2,5,2
8266,5,3,5,3,5,3,5,3,5,3
8267,6,0,6,0,6,0,6,0,6,0
8268,5,6,5,6,5,6,5,6,5,6
8269,5,2,5,1,5,1,5,1,5,2
8270,6,0,5,11,6,0,5,11,-5,-5
8271,5,5,5,5,5,6,5,5,5,6
8272,5,9,5,9,5,9,5,10,5,9
8273,5,4,5,4,5,4,5,4,5,4
8274,5,9,5,9,5,9,5,9,5,9
8275,5,11,5,11,5,11,5,11,5,11
8276,5,2,5,2,5,2,5,2,5,2
8277,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8278,5,11,5,11,-5,-5,-5,-5,5,11
8279,5,4,5,4,5,4,5,4,5,4
8280,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8281,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8282,5,6,5,5,5,6,5,5,5,6
8283,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8284,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8285,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8286,5,4,5,4,5,5,5,3,5,4
8287,5,6,5,4,5,7,5,3,5,6
8288,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8289,5,0,5,0,5,0,5,0,5,0
8290,5,9,5,10,5,11,5,10,5,11
8291,5,10,5,10,5,10,5,10,5,10
8292,5,11,5,11,5,11,6,0,5,11
8293,5,10,5,10,5,10,5,10,5,-4
8294,5,6,5,6,5,6,5,6,5,6
8295,5,7,5,7,5,7,5,7,5,7
8296,5,2,5,2,5,2,5,2,5,2
8297,5,6,5,6,5,6,5,6,5,6
8298,5,2,5,2,5,2,5,2,5,2
8299,5,1,5,1,5,1,5,2,5,1
8300,6,2,6,2,6,2,6,2,6,2
8301,5,10,5,10,5,10,5,10,5,10
8302,5,10,5,10,5,10,5,10,5,10
8303,5,2,-5,-5,-5,-5,5,2,5,2
8304,5,9,5,9,5,9,5,9,5,9
8305,5,5,5,4,5,5,5,6,5,5
8306,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8307,5,7,5,7,5,6,5,7,-5,-5
8308,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8309,4,11,4,11,4,11,4,11,4,11
8310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8311,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8312,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8313,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8314,5,9,5,9,5,8,5,9,5,9
8315,5,2,5,2,5,1,5,2,5,2
8316,5,9,5,9,5,9,5,9,5,9
8317,5,2,5,-4,5,2,5,2,5,1
8318,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8319,5,2,5,2,5,2,5,2,5,2
8320,5,5,5,5,5,5,5,6,5,6
8321,5,6,5,5,5,4,5,5,5,4
8322,5,3,5,4,5,5,5,5,5,3
8323,5,9,5,9,5,9,5,9,5,9
8324,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8325,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8326,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8327,5,4,5,5,5,5,5,5,5,5
8328,5,10,5,11,5,11,5,11,5,11
8329,5,5,5,5,5,5,5,5,5,5
8330,5,2,5,2,5,2,5,2,5,2
8331,5,7,5,7,5,7,5,7,5,7
8332,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8333,5,5,5,5,5,5,5,5,5,5
8334,5,5,5,7,5,7,5,7,5,6
8335,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8336,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8337,5,8,5,8,5,8,5,8,5,8
8338,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8339,5,10,5,10,5,10,5,10,-5,-5
8340,5,2,5,2,5,2,5,2,5,2
8341,5,10,5,10,-5,-5,-5,-5,-5,-5
8342,5,7,5,8,5,9,5,8,5,8
8343,5,2,5,2,5,2,5,2,5,2
8344,6,0,6,0,6,0,6,0,6,0
8345,5,1,5,3,5,2,5,1,5,1
8346,5,2,5,2,5,2,5,2,5,2
8347,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8348,5,7,-4,7,5,8,5,8,-5,-5
8349,5,0,5,0,5,0,5,0,5,0
8350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8351,4,11,4,10,4,11,4,11,4,10
8352,5,5,5,4,5,5,5,4,5,4
8353,5,3,5,3,5,2,5,3,5,3
8354,5,3,5,3,5,2,5,1,5,2
8355,5,6,-5,-5,-5,-5,-5,-5,5,7
8356,5,11,5,11,5,11,5,11,5,11
8357,5,2,5,2,5,2,5,2,5,2
8358,5,7,5,11,-5,-5,-5,-5,-5,-5
8359,5,6,5,7,5,6,5,6,5,6
8360,-5,-5,6,2,6,2,6,2,6,2
8361,5,5,5,5,5,5,5,5,5,5
8362,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8363,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8364,5,4,5,4,5,4,5,4,5,2
8365,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8366,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8367,-5,-5,-5,-5,4,11,4,11,-5,-5
8368,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8369,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8370,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8371,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8372,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8373,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8374,5,1,5,1,5,1,5,1,5,1
8375,5,5,5,5,5,5,5,5,5,5
8376,5,3,5,3,5,3,5,3,5,3
8377,5,0,5,1,5,0,5,1,5,1
8378,6,4,6,4,6,4,6,4,6,4
8379,6,4,6,2,6,2,6,2,6,2
8380,5,11,5,11,5,11,6,1,5,11
8381,5,9,5,9,5,9,5,9,5,9
8382,6,0,6,0,6,0,6,0,6,0
8383,5,2,5,2,5,2,5,2,5,2
8384,5,7,-5,-5,5,7,5,7,5,7
8385,5,2,5,3,5,2,5,2,5,3
8386,-5,-5,5,7,5,7,5,7,5,7
8387,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8388,5,10,5,11,5,10,5,11,5,10
8389,5,9,5,9,5,9,5,9,5,9
8390,-5,-5,5,11,5,11,5,11,6,0
8391,5,5,5,4,5,5,5,5,5,5
8392,5,11,-5,-5,5,10,5,10,-5,-5
8393,5,4,5,3,5,3,5,3,5,4
8394,5,10,5,10,5,10,5,10,5,10
8395,5,2,5,1,5,2,5,2,5,1
8396,-5,-5,5,6,-5,-5,-5,-5,5,6
8397,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8398,5,3,5,1,5,3,5,3,5,3
8399,4,11,4,11,4,11,4,9,4,9
8400,5,6,-5,-5,-5,-5,-5,-5,-5,-5
8401,5,0,5,2,5,2,5,2,5,1
8402,5,6,5,6,5,6,5,6,5,6
8403,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8404,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8405,5,2,5,2,5,2,5,2,5,2
8406,6,0,5,11,5,11,5,11,5,11
8407,5,3,-5,-5,5,7,5,5,5,4
8408,5,3,5,4,5,3,5,3,5,3
8409,5,-4,5,10,5,10,5,10,5,10
8410,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8411,5,8,5,8,5,8,-5,-5,-5,-5
8412,6,0,5,11,6,0,5,11,5,11
8413,5,9,5,-4,5,9,5,9,5,9
8414,5,6,5,7,5,7,5,6,5,6
8415,-5,-5,6,0,6,0,6,0,-5,-5
8416,5,6,5,6,5,7,5,6,5,7
8417,5,8,5,8,5,8,5,8,5,8
8418,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8419,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8420,5,10,5,10,5,10,5,10,5,10
8421,6,0,6,0,6,0,6,0,6,0
8422,5,3,5,3,5,3,5,3,5,3
8423,5,9,5,9,5,8,5,9,5,9
8424,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8425,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8426,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8427,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8428,5,5,5,6,5,5,5,5,5,5
8429,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8430,5,2,5,3,5,3,5,3,5,2
8431,5,9,5,8,5,7,5,8,5,7
8432,5,4,5,5,5,4,5,4,5,4
8433,5,11,5,11,5,11,5,11,5,11
8434,5,3,5,3,5,3,5,3,5,3
8435,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8436,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8437,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8438,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8439,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8440,6,4,6,4,6,3,-5,-5,-5,-5
8441,5,5,5,5,-5,-5,5,5,-5,-5
8442,5,5,5,5,5,5,5,5,5,5
8443,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8444,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8445,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8446,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8447,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8448,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8449,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8450,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8451,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8452,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8453,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8454,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8455,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8456,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8457,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8458,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8459,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8460,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8461,5,6,5,5,5,6,5,5,5,5
8462,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8463,5,7,5,7,5,7,5,7,5,7
8464,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8465,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8466,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8467,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8468,5,9,5,9,5,9,5,9,-5,-5
8469,5,11,6,0,5,11,6,0,-5,-5
8470,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8471,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8472,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8473,5,1,5,1,5,1,5,0,5,0
8474,5,7,5,7,5,7,-5,-5,-5,-5
8475,5,2,5,2,5,2,5,2,5,2
8476,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8477,5,1,5,2,5,1,5,1,5,1
8478,5,6,-4,6,5,6,5,6,-5,-5
8479,5,4,5,5,5,5,5,5,5,4
8480,5,5,5,6,5,6,5,6,5,4
8481,6,2,6,2,6,3,6,2,6,2
8482,5,0,5,0,5,1,5,2,5,0
8483,5,4,5,4,5,4,5,4,5,4
8484,5,6,5,6,5,6,-5,-5,5,6
8485,5,8,5,8,5,7,5,8,5,8
8486,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8487,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8488,5,2,5,3,5,2,5,3,5,3
8489,5,2,5,2,5,2,5,2,5,2
8490,-5,-5,5,5,5,5,5,5,5,5
8491,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8492,5,4,5,4,5,4,5,4,5,4
8493,5,3,5,2,5,3,5,3,5,2
8494,5,3,5,3,5,3,5,3,5,3
8495,5,11,5,11,5,11,5,11,5,11
8496,-5,-5,-5,-5,-5,-5,-5,-5,5,5
8497,5,10,5,9,5,9,5,10,5,10
8498,6,0,6,0,6,0,6,0,6,0
8499,5,7,5,7,5,7,5,8,5,8
8500,5,4,5,4,5,3,5,3,5,3
8501,5,7,5,7,5,7,5,7,5,7
8502,5,4,5,4,5,4,5,4,5,4
8503,5,7,5,7,5,7,5,7,5,7
8504,5,11,5,10,5,11,5,11,5,11
8505,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8506,5,5,5,5,5,5,5,6,5,6
8507,5,5,5,5,5,5,5,5,5,5
8508,-4,-4,5,9,5,9,5,9,5,9
8509,5,11,5,10,5,11,5,10,5,11
8510,5,4,5,4,5,4,5,4,5,4
8511,-5,-5,5,2,5,1,5,2,5,1
8512,-5,-5,-5,-5,5,4,5,3,5,4
8513,5,3,5,3,5,3,5,3,5,3
8514,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8515,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8516,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8517,5,6,5,7,5,6,5,7,5,6
8518,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8519,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8520,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8521,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8522,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8523,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8524,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8525,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8526,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8527,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8528,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8529,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8530,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8531,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8532,5,7,5,9,5,8,5,7,5,8
8533,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8534,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8535,5,11,5,11,5,11,5,10,5,11
8536,6,0,6,0,6,0,6,0,-5,-5
8537,-5,-5,5,5,-5,-5,-5,-5,-5,-5
8538,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8539,5,4,5,4,5,4,5,4,5,4
8540,5,7,5,7,5,8,5,7,5,7
8541,5,11,6,0,6,0,6,0,6,0
8542,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8543,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8544,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8545,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8546,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8547,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8548,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8549,5,2,5,2,5,3,5,2,5,2
8550,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8551,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8552,5,10,5,10,-5,-5,-5,-5,-5,-5
8553,5,2,5,2,5,2,5,2,5,2
8554,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8555,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8556,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8557,5,7,5,7,5,7,5,7,5,7
8558,5,6,5,5,5,7,5,5,5,5
8559,5,8,5,8,5,8,5,8,5,8
8560,5,9,5,9,5,8,5,8,5,7
8561,5,3,5,2,5,3,5,3,5,3
8562,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8563,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8564,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8565,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8566,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8567,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8568,5,8,5,7,5,-4,5,8,5,7
8569,5,11,5,11,5,11,5,11,5,11
8570,5,2,5,2,5,2,5,2,5,2
8571,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8572,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8573,6,2,5,6,5,6,6,2,5,6
8574,5,11,5,11,6,0,6,0,6,0
8575,5,11,5,11,5,11,5,11,5,11
8576,5,8,5,7,5,8,5,8,5,7
8577,5,10,5,10,5,10,5,10,5,10
8578,5,7,5,8,5,8,5,7,5,8
8579,5,5,5,4,5,3,5,3,5,3
8580,5,9,5,9,5,9,5,9,-5,-5
8581,5,-4,-5,-5,-5,-5,-5,-5,-5,-5
8582,5,11,6,0,5,11,5,11,5,10
8583,5,5,5,5,5,5,5,5,5,5
8584,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8585,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8586,6,0,6,3,6,2,6,0,6,1
8587,5,9,5,9,5,8,-5,-5,-5,-5
8588,6,0,6,1,6,1,5,11,5,11
8589,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8590,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8591,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8592,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8593,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8594,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8595,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8596,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
